   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
 310,         24283,           23978,           6589,      3647,         838,        586,         47895,             308,           3233,     4174,       2292,       629
 311,         24463,           24157,           6700,      3556,         847,        555,         48205,             305,           3247,     4192,       2311,       613
 312,         24640,           24333,           6742,      3542,         833,        552,         48516,             307,           3301,     4210,       2317,       623
 313,         24713,           24405,           6733,      3497,         855,        555,         48828,             311,           3316,     4223,       2325,       624
 314,         24913,           24604,           6859,      3662,         852,        573,         49141,             310,           3318,     4265,       2346,       628
 315,         25215,           24905,           7174,      3540,         822,        560,         49455,             307,           3447,     4279,       2351,       623
 316,         25412,           25101,           6893,      3922,         847,        599,         49770,             309,           3397,     4281,       2351,       624
 317,         25450,           25138,           6905,      3818,         844,        623,         50086,             310,           3402,     4308,       2372,       633
 318,         25563,           25250,           6947,      3691,         842,        617,         50403,             314,           3429,     4309,       2370,       631
 319,         25664,           25350,           6983,      4109,         847,        618,         50721,             314,           3437,     4336,       2384,       645
 320,         25723,           25408,           7017,      3804,         862,        592,         51040,             310,           3463,     4376,       2394,       647
 321,         25726,           25410,           7035,      3790,         862,        589,         51360,             310,           3467,     4392,       2404,       652
 322,         25838,           25521,           7115,      3925,         869,        613,         51681,             315,           3519,     4391,       2403,       644
 323,         26112,           25794,           7093,      3843,         858,        594,         52003,             316,           3531,     4397,       2408,       646
 324,         26117,           25798,           7304,      4404,         867,        650,         52326,             318,           3550,     4418,       2424,       664
 325,         26323,           26003,           7207,      3742,         874,        610,         52650,             319,           3609,     4438,       2429,       647
 326,         26505,           26184,           7438,      3727,         901,        584,         52975,             322,           3590,     4441,       2426,       650
 327,         26575,           26253,           7294,      4080,         869,        649,         53301,             325,           3783,     4467,       2447,       663
 328,         26701,           26378,           7679,      3841,         888,        607,         53628,             320,           3911,     4475,       2454,       673
 329,         26782,           26458,           7424,      3989,         897,        609,         53956,             322,           3677,     4499,       2472,       692
 330,         26802,           26477,           7403,      3841,         897,        598,         54285,             323,           3858,     4496,       2469,       672
 331,         27120,           26794,           7864,      4030,         885,        633,         54615,             328,           3732,     4532,       2478,       673
 332,         27125,           26798,           7343,      3938,         896,        610,         54946,             328,           3751,     4547,       2488,       667
 333,         27374,           27046,           7433,      3848,         896,        600,         55278,             328,           3746,     4559,       2500,       673
 334,         27404,           27075,           7532,      4205,         886,        695,         55611,             331,           3780,     4568,       2506,       679
 335,         27492,           27162,           7479,      4224,         884,        632,         55945,             328,           4074,     4593,       2533,       677
 336,         27510,           27179,           7838,      4178,         896,        649,         56280,             331,           3899,     4618,       2548,       691
 337,         27759,           27427,           7533,      4108,         890,        630,         56616,             327,           3862,     4639,       2550,       684
 338,         27898,           27565,           7589,      4170,         899,        636,         56953,             331,           3907,     4651,       2542,       678
 339,         27964,           27630,           7603,      4103,         919,        627,         57291,             336,           3912,     4675,       2555,       688
 340,         28161,           27826,           7956,      4060,         901,        626,         57630,             330,           3911,     4694,       2573,       689
 341,         28339,           28003,           7711,      4300,         908,        646,         57970,             337,           3937,     4704,       2582,       692
 342,         28539,           28202,           7790,      3870,         917,        604,         58311,             336,           3936,     4718,       2591,       696
 343,         28844,           28506,           8088,      4302,         923,        651,         58653,             332,           4035,     4751,       2601,       705
 344,         28864,           28525,           7886,      4155,         938,        640,         58996,             337,           4046,     4761,       2610,       710
 345,         28870,           28530,           7885,      4269,         931,        649,         59340,             336,           4038,     4779,       2617,       712
 346,         29148,           28807,           7935,      4184,         954,        650,         59685,             340,           4060,     4790,       2624,       717
 347,         29470,           29128,           8063,      4183,         936,        645,         60031,             340,           4099,     4798,       2633,       704
 348,         29595,           29252,           8119,      4616,         941,        687,         60378,             344,           4144,     4820,       2643,       711
 349,         29832,           29488,           8191,      4313,         925,        659,         60726,             341,           4151,     4848,       2663,       718
 350,         30163,           29818,           8279,      4534,         929,        678,         61075,             341,           4172,     4852,       2661,       719
 351,         30196,           29850,           8293,      4011,         962,        629,         61425,             343,           4224,     4860,       2667,       718
 352,         30502,           30155,           8330,      4442,         957,        677,         61776,             345,           4215,     4879,       2676,       715
 353,         30661,           30313,           8405,      4461,         954,        676,         62128,             344,           4242,     4909,       2694,       723
 354,         30999,           30650,           8494,      4292,         951,        671,         62481,             347,           4268,     4917,       2703,       721
 355,         31235,           30885,           8502,      4537,         943,        680,         62835,             348,           4354,     4916,       2694,       727
 356,         31469,           31118,           8733,      4748,         969,        724,         63190,             349,           4461,     4964,       2723,       737
 357,         31496,           31144,           8565,      4203,         975,        685,         63546,             349,           4371,     4979,       2735,       732
 358,         31581,           31228,           8592,      4873,         947,        720,         63903,             354,           4368,     5006,       2751,       737
 359,         31903,           31549,           8732,      4314,         972,        838,         64261,             352,           4625,     4999,       2744,       745
 360,         31975,           31620,           9296,      4264,         968,        666,         64620,             353,           4610,     5033,       2757,       781
 361,         32202,           31846,           9136,      4309,         982,        679,         64980,             354,           4648,     5029,       2755,       746
 362,         32492,           32135,           8965,      4202,         996,        652,         65341,             356,           4460,     5068,       2780,       749
 363,         32704,           32346,           8875,      4368,         979,        679,         65703,             357,           4497,     5053,       2771,       743
 364,         33028,           32669,           9048,      5034,         961,        738,         66066,             358,           4535,     5088,       2800,       752
 365,         33065,           32705,           8991,      4227,         993,        663,         66430,             358,           4538,     5099,       2796,       766
 366,         33324,           32963,           9115,      4378,         997,        678,         66795,             362,           4558,     5113,       2806,       754
 367,         33516,           33154,           9380,      4380,        1000,        687,         67161,             363,           4719,     5105,       2805,       774
 368,         33529,           33166,           9422,      4429,        1003,        689,         67528,             365,           4584,     5139,       2827,       761
 369,         33717,           33353,           9237,      4848,         988,        725,         67896,             360,           4687,     5169,       2838,       765
 370,         33913,           33548,           9882,      4438,        1013,        692,         68265,             363,           4652,     5204,       2857,       772
 371,         33997,           33631,           9486,      4236,        1047,        679,         68635,             365,           4714,     5208,       2848,       783
 372,         34205,           33838,          12707,      4505,        1018,        723,         69006,             364,           4693,     5218,       2863,       768
 373,         34466,           34098,           9717,      4408,        1045,        743,         69378,             367,           4919,     5238,       2877,       812
 374,         34522,           34153,          10037,      4698,        1041,        724,         69751,             369,           4733,     5238,       2881,       772
 375,         34531,           34161,           9351,      4691,        1022,        712,         70125,             371,           4762,     5286,       2894,       770
 376,         34589,           34218,           9393,      4702,        1018,        710,         70500,             370,           4816,     5275,       2886,       773
 377,         34803,           34431,           9532,      4734,        1052,        728,         70876,             373,           4862,     5294,       2895,       788
 378,         35062,           34689,           9705,      4570,        1036,        713,         71253,             367,           4907,     5318,       2923,       806
 379,         35257,           34883,          11926,      4471,        1061,        695,         71631,             369,           4928,     5326,       2930,       799
 380,         35567,           35192,           9935,      4622,        1052,        719,         72010,             374,           5085,     5351,       2941,       847
 381,         35938,           35562,          10178,      4654,        1014,        754,         72390,             373,           4940,     5367,       2947,       832
 382,         36039,           35662,           9822,      4653,        1056,        748,         72771,             376,           5145,     5371,       2946,       892
 383,         36421,           36043,          10799,      5095,        1044,        776,         73153,             371,           5120,     5407,       2965,       789
 384,         36746,           36367,          10131,      4702,        1050,        774,         73536,             379,           5145,     5411,       2967,       808
 385,         36972,           36592,          10517,      4847,        1058,        878,         73920,             378,           5048,     5414,       2963,       789
 386,         37178,           36797,          10138,      4915,        1050,        751,         74305,             381,           5116,     5438,       2984,       792
 387,         37310,           36928,          10256,      4635,        1074,        726,         74691,             382,           5086,     5482,       3012,       808
 388,         37429,           37046,          10436,      4682,        1051,        728,         75078,             382,           5165,     5473,       2998,       810
 389,         37507,           37123,          10448,      5195,        1057,        773,         75466,             379,           5187,     5484,       3005,       813
 390,         37838,           37453,          10932,      4874,        1087,        774,         75855,             385,           5321,     5510,       3020,       817
 391,         37984,           37598,          11317,      4825,        1061,        747,         76245,             387,           5276,     5512,       3020,       808
 392,         38182,           37795,          10434,      4847,        1080,        758,         76636,             386,           5249,     5535,       3041,       833
 393,         38499,           38111,          10588,      5164,        1078,        785,         77028,             385,           5307,     5551,       3047,       821
 394,         38817,           38428,          10722,      4646,        1111,        736,         77421,             391,           5403,     5580,       3051,       826
 395,         39153,           38763,          12116,      4847,        1095,        745,         77815,             392,           5333,     5575,       3043,       820
 396,         39259,           38868,          10720,      5012,        1117,        764,         78210,             390,           5361,     5604,       3059,       827
 397,         39562,           39170,          10781,      4853,        1110,        751,         78606,             392,           5362,     5607,       3054,       823
 398,         39955,           39562,          10894,      5350,        1069,        787,         79003,             397,           5473,     5642,       3088,       831
 399,         40252,           39858,          11003,      4770,        1116,        745,         79401,             393,           5464,     5657,       3104,       834
 400,         40513,           40118,          11086,      5134,        1105,        781,         79800,             394,           5497,     5681,       3108,       836
 401,         40634,           40238,          11079,      4837,        1128,        755,         80200,             391,           5490,     5701,       3111,       841
 402,         40717,           40320,          11191,      4768,        1107,        747,         80601,             398,           5527,     5714,       3125,       844
 403,         40951,           40553,          11281,      4937,        1115,        771,         81003,             399,           5579,     5741,       3134,       894
 404,         41354,           40956,          11396,      4843,        1120,        872,         81406,             396,           5815,     5734,       3135,       884
 405,         41362,           40963,          11776,      5305,        1085,        815,         81810,             397,           6100,     5750,       3149,       845
 406,         41431,           41031,          11344,      5208,        1128,        801,         82215,             402,           5654,     5784,       3161,       856
 407,         41509,           41108,          11503,      5419,        1121,        808,         82621,             400,           5702,     5789,       3155,       859
 408,         41828,           41426,          11523,      4949,        1111,        762,         83028,             406,           5737,     5813,       3169,       868
 409,         42131,           41728,          11659,      5105,        1135,        795,         83436,             405,           5765,     5823,       3177,       875
 410,         42475,           42071,          11658,      5177,        1136,        803,         83845,             402,           5808,     5871,       3213,       865
 411,         42871,           42466,          11914,      5259,        1149,        801,         84255,             401,           5786,     5835,       3188,       876
 412,         43063,           42657,          11815,      4935,        1143,        778,         84666,             400,           5869,     5869,       3201,       875
 413,         43172,           42765,          12192,      5278,        1132,        798,         85078,             404,           5852,     5880,       3202,       871
 414,         43199,           42791,          11976,      4907,        1167,        805,         85491,             408,           6103,     5906,       3227,       896
 415,         43481,           43072,          14476,      5251,        1135,        799,         85905,             411,           5972,     5927,       3227,       871
 416,         43544,           43134,          12006,      5290,        1116,        797,         86320,             413,           5962,     5943,       3241,       877
 417,         43648,           43237,          12084,      5605,        1126,        859,         86736,             410,           5999,     5970,       3276,       890
 418,         43872,           43460,          12104,      5466,        1130,        841,         87153,             411,           6026,     5980,       3257,       885
 419,         43979,           43566,          12130,      5598,        1129,        840,         87571,             412,           6178,     5994,       3273,       886
 420,         44099,           43685,          12703,      5509,        1178,        834,         87990,             411,           6097,     6008,       3287,       904
 421,         44243,           43828,          12201,      5197,        1182,        818,         88410,             412,           6121,     6043,       3313,       899
 422,         44443,           44027,          12545,      5581,        1156,        874,         88831,             418,           6464,     6067,       3309,       900
 423,         44572,           44155,          13296,      5259,        1167,        938,         89253,             416,           6150,     6076,       3322,       895
 424,         44961,           44543,          12774,      5330,        1170,        820,         89676,             414,           6250,     6092,       3332,       898
 425,         45218,           44799,          12936,      5270,        1183,        838,         90100,             418,           6616,     6108,       3336,       950
 426,         45420,           45000,          13176,      5512,        1178,        840,         90525,             419,           6271,     6148,       3366,       915
 427,         45482,           45061,          15022,      5550,        1190,        892,         90951,             420,           6335,     6129,       3360,       906
 428,         45531,           45109,          12561,      5886,        1155,        882,         91378,             422,           6378,     6164,       3373,       918
 429,         45699,           45276,          12661,      5114,        1199,        807,         91806,             423,           6354,     6184,       3376,       918
 430,         45713,           45289,          12819,      5380,        1202,        833,         92235,             424,           6418,     6199,       3389,       908
 431,         45755,           45330,          12544,      5556,        1195,        852,         92665,             425,           6449,     6225,       3394,       925
 432,         45808,           45382,          12664,      5923,        1182,        886,         93096,             425,           6458,     6232,       3404,       923
 433,         46132,           45705,          12792,      5491,        1193,        843,         93528,             425,           6483,     6256,       3413,       918
 434,         46327,           45899,          12983,      5812,        1203,        903,         93961,             427,           6654,     6270,       3424,       972
 435,         46383,           45954,          13274,      5553,        1212,        869,         94395,             426,           6663,     6271,       3428,       919
 436,         46533,           46103,          12792,      5560,        1184,        851,         94830,             427,           6572,     6314,       3448,       936
 437,         46714,           46283,          12875,      5565,        1207,        849,         95266,             428,           6618,     6325,       3449,       930
 438,         46827,           46395,          12961,      5548,        1227,        873,         95703,             432,           6627,     6343,       3461,       931
 439,         46950,           46517,          12973,      6091,        1200,        933,         96141,             432,           6659,     6346,       3467,       941
 440,         46984,           46550,          13016,      5225,        1220,        816,         96580,             431,           7074,     6371,       3482,       961
 441,         47226,           46791,          13754,      5388,        1229,        834,         97020,             434,           6781,     6396,       3477,       937
 442,         47280,           46844,          12975,      5718,        1224,        867,         97461,             435,           6725,     6427,       3509,       970
 443,         47294,           46857,          12997,      5227,        1246,        819,         97903,             436,           6821,     6440,       3517,       955
 444,         47481,           47043,          13214,      6179,        1211,        924,         98346,             438,           6903,     6443,       3508,       952
 445,         47907,           47468,          13153,      5394,        1236,        847,         98790,             438,           6872,     6458,       3525,       955
 446,         48298,           47858,          13300,      5736,        1257,        877,         99235,             437,           6799,     6507,       3555,       966
 447,         48726,           48285,          13427,      5536,        1262,        853,         99681,             440,           6886,     6484,       3535,       965
 448,         49080,           48638,          14137,      5668,        1257,        875,        100128,             444,           6936,     6512,       3545,       955
 449,         49407,           48964,          13661,      5893,        1224,        885,        100576,             445,           6901,     6526,       3550,       966
 450,         49779,           49335,          13647,      5584,        1228,        853,        101025,             440,           6994,     6544,       3557,       966
 451,         50229,           49784,          13845,      5942,        1229,        895,        101475,             441,           7011,     6576,       3586,       974
 452,         50238,           49792,          13778,      5848,        1267,        894,        101926,             441,           7056,     6597,       3597,       967
 453,         50362,           49915,          14654,      5737,        1266,        879,        102378,             448,           7122,     6629,       3617,       981
 454,         50539,           50091,          14061,      5471,        1282,        853,        102831,             445,           7121,     6639,       3619,       990
 455,         50705,           50256,          13942,      6629,        1238,        972,        103285,             448,           7150,     6639,       3618,       971
 456,         51056,           50606,          14037,      6179,        1282,        919,        103740,             446,           7161,     6651,       3616,       969
 457,         51376,           50925,          14434,      5988,        1284,        910,        104196,             446,           7206,     6664,       3641,       980
 458,         51488,           51036,          14135,      5661,        1266,        869,        104653,             451,           7273,     6705,       3646,       996
 459,         51930,           51477,          14299,      5777,        1271,        880,        105111,             453,           7293,     6689,       3638,       978
 460,         52211,           51757,          16877,      6342,        1282,        947,        105570,             453,           7365,     6729,       3659,       986
 461,         52312,           51857,          14572,      5896,        1278,        895,        106030,             455,           7430,     6752,       3679,      1005
 462,         52337,           51881,          14446,      6184,        1285,        924,        106491,             457,           7379,     6762,       3680,       998
 463,         52799,           52343,          14581,      5801,        1289,        906,        106953,             460,           7443,     6796,       3710,       994
 464,         53153,           52696,          14629,      5693,        1299,        882,        107416,             461,           9764,     6795,       3717,      1042
 465,         53192,           52734,          14687,      6512,        1268,        974,        107880,             461,           7568,     6827,       3720,      1007
 466,         53218,           52759,          14749,      6083,        1301,        952,        108345,             460,           7573,     6842,       3727,      1004
 467,         53227,           52767,          15578,      5821,        1324,        945,        108811,             462,           7589,     6852,       3721,      1005
 468,         53438,           52977,          15066,      6221,        1324,        954,        109278,             463,           7873,     6866,       3745,      1013
 469,         53485,           53023,          17373,      7827,        1257,       1420,        109746,             461,           7609,     6892,       3761,      1007
 470,         53747,           53284,          15011,      6033,        1316,        921,        110215,             465,           7678,     6913,       3762,      1026
 471,         54169,           53705,          14909,      5965,        1312,        916,        110685,             462,           7675,     6923,       3762,      1025
 472,         54200,           53735,          15073,      6302,        1282,        942,        111156,             464,           7797,     6948,       3781,      1021
 473,         54556,           54090,          15160,      6777,        1299,       1001,        111628,             461,           7779,     6954,       3782,      1033
 474,         54867,           54400,          15097,      6615,        1308,        979,        112101,             470,           7827,     6957,       3795,      1024
 475,         55113,           54645,          15216,      5700,        1348,        887,        112575,             468,           7869,     7007,       3799,      1026
 476,         55459,           54990,          15297,      6933,        1308,       1050,        113050,             471,           7884,     7025,       3811,      1034
 477,         55930,           55460,          15466,      5830,        1342,        908,        113526,             469,           7998,     7019,       3815,      1037
 478,         55935,           55464,          15664,      6011,        1334,        939,        114003,             469,           8201,     7015,       3805,      1085
 479,         56222,           55750,          15537,      5708,        1390,        901,        114481,             474,           8023,     7075,       3849,      1093
 480,         56383,           55910,          15652,      6268,        1317,        944,        114960,             476,           8116,     7075,       3844,      1041
 481,         56832,           56358,          15836,      6404,        1303,        962,        115440,             475,           8120,     7094,       3866,      1053
 482,         57118,           56643,          15931,      6341,        1359,        970,        115921,             475,           8198,     7122,       3875,      1047
 483,         57196,           56720,          17266,      5980,        1351,        927,        116403,             478,           8213,     7123,       3872,      1060
 484,         57220,           56743,          15823,      6068,        1362,        937,        116886,             475,           8194,     7137,       3884,      1066
 485,         57395,           56917,          15968,      5950,        1353,        920,        117370,             475,           8202,     7149,       3883,      1043
 486,         57517,           57038,          15942,      6446,        1350,        970,        117855,             479,           8301,     7162,       3896,      1055
 487,         57601,           57121,          16180,      6333,        1359,        958,        118341,             483,           8299,     7184,       3914,      1056
 488,         57607,           57126,          15964,      6388,        1376,        965,        118828,             484,           8407,     7203,       3930,      1052
 489,         57824,           57342,          16731,      6425,        1377,        984,        119316,             483,           8336,     7245,       3934,      1061
 490,         57908,           57425,          16047,      7600,        1308,       1085,        119805,             485,           8401,     7251,       3955,      1066
 491,         58281,           57797,          16048,      6707,        1375,       1004,        120295,             484,           8455,     7261,       3960,      1069
 492,         58762,           58277,          16198,      6784,        1369,       1007,        120786,             486,           8469,     7290,       3977,      1068
 493,         59007,           58521,          16403,      6969,        1350,       1033,        121278,             479,           8589,     7304,       3975,      1080
 494,         59048,           58561,          16471,      6114,        1403,        978,        121771,             485,           8583,     7323,       3997,      1084
 495,         59234,           58746,          16702,      6444,        1397,        983,        122265,             485,           8901,     7331,       3994,      1201
 496,         59578,           59089,          17186,      6305,        1383,        968,        122760,             490,           8681,     7376,       4017,      1098
 497,         59838,           59348,          16674,      6347,        1408,        984,        123256,             490,           8744,     7375,       4020,      1091
 498,         60039,           59548,          16561,      6435,        1380,        979,        123753,             488,           8705,     7384,       4034,      1080
 499,         60278,           59786,          16639,      6196,        1409,        988,        124251,             488,           8794,     7405,       4034,      1093
 500,         60441,           59948,          16732,      6740,        1392,       1011,        124750,             494,           8747,     7419,       4038,      1101
 501,         60642,           60148,          17529,      6322,        1420,        981,        125250,             496,           8916,     7464,       4064,      1096
 502,         61134,           60639,          17520,      6149,        1444,        968,        125751,             496,           8904,     7470,       4067,      1100
 503,         61179,           60683,          17635,      6628,        1383,       1014,        126253,             498,           9308,     7499,       4089,      1257
 504,         61482,           60985,          17917,      6311,        1417,       1011,        126756,             500,           9076,     7503,       4088,      1129
 505,         61583,           61085,          17108,      7534,        1398,       1105,        127260,             500,           9013,     7532,       4102,      1107
 506,         61942,           61443,          17161,      6585,        1432,       1010,        127765,             501,           9064,     7540,       4099,      1106
 507,         62295,           61795,          18005,      6427,        1415,       1005,        128271,             501,           9109,     7540,       4107,      1123
 508,         62685,           62184,          17420,      6663,        1426,       1017,        128778,             500,           9140,     7565,       4121,      1127
 509,         63023,           62521,          17710,      7430,        1406,       1112,        129286,             503,           9210,     7607,       4138,      1120
 510,         63265,           62762,          18364,      7641,        1401,       2025,        129795,             504,           9284,     7609,       4141,      1126
 511,         63291,           62787,          17800,      6350,        1445,       1092,        130305,             505,           9879,     7613,       4142,      2086
 512,         63644,           63139,          18309,      6859,        1433,       1030,        130816,             504,           9323,     7660,       4190,      1165
 513,         64116,           63610,          18137,      6572,        1446,       1011,        131328,             506,           9517,     7676,       4183,      1127
 514,         64133,           63626,          17935,      6874,        1436,       1046,        131841,             508,           9429,     7691,       4183,      1143
 515,         64411,           63903,          17936,      6721,        1430,       1027,        132355,             504,           9418,     7712,       4197,      1125
 516,         64865,           64356,          17951,      6618,        1463,       1021,        132870,             505,           9442,     7728,       4203,      1142
 517,         65286,           64776,          18157,      6912,        1447,       1050,        133386,             509,           9535,     7740,       4199,      1128
 518,         65525,           65014,          18150,      6686,        1447,       1019,        133903,             511,           9485,     7763,       4211,      1133
 519,         65633,           65121,          18192,      6772,        1464,       1030,        134421,             512,           9559,     7771,       4217,      1140
 520,         66017,           65504,          18345,      6689,        1500,       1026,        134940,             517,           9587,     7791,       4235,      1138
 521,         66514,           66000,          18578,      7013,        1457,       1056,        135460,             515,           9580,     7795,       4248,      1162
 522,         66648,           66133,          18464,      6448,        1471,       1001,        135981,             517,           9629,     7833,       4262,      1161
 523,         67065,           66549,          18673,      6886,        1500,       1052,        136503,             517,           9704,     7837,       4264,      1159
 524,         67150,           66633,          18619,      7053,        1487,       1064,        137026,             517,           9805,     7868,       4281,      1164
 525,         67218,           66700,          18642,      6383,        1511,       1007,        137550,             520,           9729,     7878,       4289,      1151
 526,         67512,           66993,          18760,      6617,        1458,       1015,        138075,             519,           9816,     7906,       4315,      1156
 527,         67993,           67473,          20915,      6858,        1509,       1058,        138601,             519,           9945,     7903,       4298,      1181
 528,         68223,           67702,          19036,      6683,        1475,       1027,        139128,             519,          10610,     7945,       4317,      1170
 529,         68454,           67932,          19011,      7464,        1491,       1103,        139656,             523,           9949,     7969,       4331,      1170
 530,         68637,           68114,          19139,      7466,        1491,       1111,        140185,             523,          10015,     7982,       4343,      1183
 531,         69139,           68615,          19237,      7024,        1485,       1082,        140715,             525,          10058,     7989,       4329,      1188
 532,         69502,           68977,          19464,      7166,        1488,       1075,        141246,             526,          10069,     8013,       4365,      1183
 533,         69919,           69393,          19478,      6959,        1491,       1075,        141778,             526,          10144,     8030,       4374,      1182
 534,         70080,           69553,          19696,      8417,        1483,       1217,        142311,             527,          10483,     8048,       4385,      1216
 535,         70591,           70063,          20136,      6789,        1555,       1049,        142845,             532,          10198,     8065,       4399,      1190
 536,         70701,           70172,          19804,      7371,        1507,       1106,        143380,             530,          10300,     8075,       4390,      1205
 537,         70708,           70178,          19797,      7029,        1564,       1096,        143916,             532,          10286,     8110,       4414,      1194
 538,         70864,           70333,          19920,      7296,        1514,       1156,        144453,             530,          10358,     8134,       4426,      1199
 539,         71311,           70779,          19758,      7157,        1527,       1093,        144991,             530,          10359,     8152,       4442,      1201
 540,         71551,           71018,          20142,      7117,        1528,       1087,        145530,             535,          10420,     8167,       4444,      1205
 541,         71690,           71156,          20840,      7420,        1521,       1105,        146070,             537,          10517,     8167,       4450,      1204
 542,         72072,           71537,          20044,      6765,        1575,       1063,        146611,             538,          10583,     8208,       4465,      1217
 543,         72551,           72015,          20443,      7310,        1531,       1125,        147153,             533,          12819,     8232,       4483,      1228
 544,         72660,           72123,          20410,      7305,        1555,       1101,        147696,             539,          10666,     8241,       4480,      1224
 545,         73016,           72478,          20528,      8111,        1521,       1226,        148240,             537,          10681,     8254,       4493,      1231
 546,         73377,           72838,          20897,      7604,        1547,       1192,        148785,             541,          10993,     8287,       4500,      1281
 547,         73392,           72852,          21065,      7144,        1547,       1142,        149331,             541,          11441,     8297,       4509,      1265
 548,         73399,           72858,          20526,      7534,        1590,       1164,        149878,             541,          10795,     8318,       4530,      1236
 549,         73823,           73281,          20773,      6870,        1604,       1084,        150426,             541,          10883,     8322,       4527,      1231
 550,         74018,           73475,          20955,      7567,        1581,       1143,        150975,             541,          13218,     8330,       4536,      1288
 551,         74291,           73747,          21200,      6948,        1599,       1092,        151525,             544,          11018,     8359,       4540,      1243
 552,         74371,           73826,          21741,      7050,        1585,       1131,        152076,             544,          11007,     8375,       4568,      1246
 553,         74564,           74018,          21197,      7890,        1528,       1173,        152628,             545,          10982,     8393,       4584,      1239
 554,         74914,           74367,          21956,      7572,        1599,       1142,        153181,             549,          11048,     8421,       4570,      1255
 555,         75396,           74848,          21113,      7297,        1601,       1126,        153735,             547,          12648,     8422,       4567,      1297
 556,         75576,           75027,          24660,      7362,        1582,       1970,        154290,             548,          11581,     8466,       4594,      1288
 557,         76119,           75569,          21838,      8669,        1525,       1277,        154846,             547,          11741,     8467,       4613,      1675
 558,         76129,           75578,          21536,      7094,        1617,       1101,        155403,             548,          11184,     8480,       4622,      1258
 559,         76681,           76129,          21374,      8074,        1577,       1201,        155961,             556,          11232,     8493,       4613,      1251
 560,         76863,           76310,          21450,      7286,        1617,       1118,        156520,             553,          11304,     8513,       4632,      1291
 561,         77067,           76513,          21756,      7174,        1596,       1104,        157080,             549,          11686,     8545,       4657,      1392
 562,         77201,           76646,          23242,      7634,        1600,       1148,        157641,             554,          11394,     8546,       4669,      1279
 563,         77480,           76924,          21995,      7188,        1626,       1129,        158203,             555,          11372,     8547,       4641,      1256
 564,         77896,           77339,          21857,      8655,        1605,       1295,        158766,             559,          11831,     8604,       4686,      1277
 565,         78429,           77871,          27655,      7476,        1649,       1392,        159330,             561,          13256,     8603,       4671,      1972
 566,         78465,           77906,          22774,      7436,        1649,       1161,        159895,             562,          11598,     8613,       4685,      1272
 567,         78692,           78132,          22010,      8113,        1597,       1222,        160461,             560,          11665,     8634,       4701,      1282
 568,         78735,           78174,          21966,      7649,        1629,       1160,        161028,             564,          11955,     8641,       4696,      1321
 569,         79248,           78686,          22837,      7782,        1618,       1178,        161596,             563,          11703,     8705,       4730,      1272
 570,         79483,           78920,          22398,      7194,        1637,       1140,        162165,             561,          11960,     8725,       4744,      1324
 571,         79918,           79354,          22308,      7626,        1651,       1160,        162735,             561,          12096,     8709,       4747,      1279
 572,         80441,           79876,          23937,      7340,        1653,       1159,        163306,             568,          11871,     8732,       4755,      1293
 573,         80799,           80233,          23496,      7853,        1651,       1199,        163878,             566,          11906,     8770,       4790,      1305
 574,         81321,           80754,          22729,      8227,        1629,       1213,        164451,             563,          11904,     8779,       4770,      1297
 575,         81779,           81211,          22862,      7690,        1651,       1169,        165025,             567,          11955,     8773,       4771,      1301
 576,         82153,           81584,          22990,      7411,        1680,       1156,        165600,             571,          11943,     8811,       4797,      1318
 577,         82670,           82100,          23164,      7355,        1668,       1137,        166176,             570,          12025,     8859,       4822,      1327
 578,         83164,           82593,          23265,      7685,        1662,       1172,        166753,             572,          12079,     8845,       4799,      1292
 579,         83188,           82616,          23293,      7401,        1656,       1155,        167331,             573,          12216,     8886,       4813,      1317
 580,         83543,           82970,          23547,      7582,        1678,       1165,        167910,             575,          12167,     8890,       4829,      1376
 581,         83801,           83227,          23740,      7763,        1667,       1178,        168490,             571,          12951,     8898,       4832,      1317
 582,         84361,           83786,          23567,      7793,        1668,       1178,        169071,             577,          12238,     8908,       4841,      1317
 583,         84648,           84072,          23898,      7585,        1673,       1173,        169653,             577,          12257,     8930,       4856,      1319
 584,         84660,           84083,          23815,      8153,        1674,       1225,        170236,             576,          12452,     8947,       4860,      1319
 585,         84829,           84251,          23670,      7834,        1727,       1200,        170820,             573,          12392,     8967,       4868,      1326
 586,         85383,           84804,          24075,      7782,        1699,       1189,        171405,             578,          12402,     8997,       4895,      1325
 587,         85563,           84983,          24646,      8436,        1648,       1249,        171991,             579,          12508,     9014,       4904,      1336
 588,         85869,           85288,          24257,      8628,        1624,       1304,        172578,             582,          13400,     9036,       4907,      1416
 589,         85964,           85382,          25902,      7880,        1675,       1194,        173166,             583,          12639,     9071,       4936,      1351
 590,         86545,           85962,          24128,      8644,        1679,       1307,        173755,             584,          12681,     9074,       4942,      1333
 591,         86889,           86305,          24435,      7652,        1746,       1195,        174345,             586,          12707,     9110,       4955,      1345
 592,         87434,           86849,          25231,      8041,        1707,       1221,        174936,             583,          12898,     9119,       4953,      1369
 593,         88020,           87434,          24514,      8015,        1698,       1220,        175528,             586,          12770,     9115,       4950,      1342
 594,         88607,           88020,          24924,      7718,        1758,       1202,        176121,             590,          12730,     9160,       4979,      1341
 595,         88848,           88260,          25165,      7704,        1730,       1200,        176715,             590,          12863,     9155,       4975,      1368
