   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
 596,         89092,           88503,          24914,      7924,        1715,       1218,        177310,             587,          12887,     9191,       5001,      1370
 597,         89542,           88952,          25316,      8181,        1727,       1255,        177906,             590,          13031,     9199,       5011,      1397
 598,         89606,           89015,          25764,      8283,        1690,       1264,        178503,             591,          13097,     9222,       5007,      1374
 599,         90146,           89554,          25369,      8353,        1710,       1253,        179101,             592,          13102,     9250,       5015,      1399
 600,         90335,           89742,          25464,      8006,        1725,       1235,        179700,             594,          13142,     9274,       5044,      1388
 601,         90453,           89859,          25309,      7952,        1769,       1234,        180300,             594,          13089,     9282,       5034,      1378
 602,         91004,           90409,          25538,      7764,        1757,       1200,        180901,             597,          13162,     9310,       5059,      1456
 603,         91169,           90573,          27468,      8769,        1723,       1307,        181503,             596,          13248,     9297,       5045,      1361
 604,         91532,           90935,          25627,      8308,        1707,       1243,        182106,             601,          13662,     9320,       5070,      1530
 605,         91625,           91027,          25778,      7859,        1753,       1212,        182710,             599,          13554,     9380,       5102,      1445
 606,         91984,           91385,          26456,      8053,        1763,       1231,        183315,             599,          13412,     9376,       5097,      1395
 607,         92069,           91469,          26112,      8326,        1764,       1285,        183921,             600,          13445,     9402,       5110,      1386
 608,         92359,           91758,          27225,      8431,        1735,       1310,        184528,             604,          13678,     9377,       5099,      1390
 609,         92845,           92243,          26141,      7941,        1779,       1229,        185136,             598,          13528,     9420,       5123,      1415
 610,         93129,           92526,          26658,      7904,        1759,       1250,        185745,             596,          14014,     9450,       5136,      1428
 611,         93522,           92918,          26202,      8093,        1772,       1260,        186355,             608,          13689,     9455,       5138,      1401
 612,         93986,           93381,          26619,      8065,        1772,       1252,        186966,             603,          13699,     9477,       5160,      1399
 613,         94534,           93928,          26569,      8210,        1784,       1283,        187578,             607,          13742,     9500,       5145,      1407
 614,         94804,           94197,          26736,      8066,        1801,       1248,        188191,             607,          13842,     9489,       5143,      1395
 615,         95077,           94469,          26801,      7974,        1806,       1266,        188805,             605,          13790,     9524,       5176,      1397
 616,         95460,           94851,          27195,      8264,        1797,       2183,        189420,             609,          15370,     9562,       5186,      1440
 617,         96021,           95411,          27129,      8616,        1766,       1298,        190036,             611,          13932,     9596,       5220,      1424
 618,         96432,           95821,          27817,      8031,        1844,       1274,        190653,             609,          13841,     9569,       5173,      1403
 619,         96635,           96023,          28556,      8325,        1781,       1327,        191271,             613,          14050,     9612,       5222,      1426
 620,         96646,           96033,          27949,      9176,        1792,       1371,        191890,             613,          16115,     9641,       5237,      1433
 621,         96968,           96354,          27592,      8943,        1767,       1330,        192510,             617,          14160,     9639,       5231,      1416
 622,         97064,           96449,          27343,      8731,        1819,       1315,        193131,             617,          15927,     9644,       5219,      1420
 623,         97511,           96895,          27703,      8782,        1779,       1317,        193753,             618,          14272,     9665,       5237,      1421
 624,         97696,           97079,          27511,      8594,        1797,       1302,        194376,             618,          14223,     9680,       5264,      1433
 625,         98147,           97529,          28064,      8120,        1830,       1265,        195000,             618,          14797,     9725,       5284,      1427
 626,         98681,           98062,          27866,      8090,        1822,       1280,        195625,             622,          14787,     9731,       5280,      1441
 627,         98758,           98138,          27803,      8792,        1800,       1323,        196251,             620,          14409,     9748,       5299,      1483
 628,         98851,           98230,          27816,      8978,        1834,       1357,        196878,             622,          14487,     9778,       5291,      1586
 629,         99176,           98554,          30937,      8307,        1827,       1267,        197506,             622,          14469,     9799,       5320,      1452
 630,         99581,           98958,          28120,      8957,        1816,       1341,        198135,             621,          14617,     9796,       5316,      1453
 631,         99958,           99334,          28273,      8839,        1827,       1329,        198765,             627,          14665,     9822,       5337,      1463
 632,        100110,           99485,          28107,      8144,        1833,       1261,        199396,             625,          14588,     9844,       5342,      1454
 633,        100431,           99805,          28229,      8595,        1815,       1302,        200028,             631,          14673,     9853,       5359,      1469
 634,        100917,          100290,          28246,     10097,        1805,       1452,        200661,             625,          14617,     9875,       5355,      1437
 635,        101111,          100483,          28961,      8795,        1856,       1402,        201295,             625,          14719,     9891,       5359,      1450
 636,        101651,          101022,          28989,      8962,        1837,       1402,        201930,             629,          14778,     9923,       5389,      1499
 637,        101765,          101135,          28819,      9206,        1838,       1399,        202566,             628,          15484,     9932,       5395,      1446
 638,        102066,          101435,          28544,      8883,        1846,       1342,        203203,             630,          14841,     9957,       5412,      1486
 639,        102544,          101912,          30198,      9028,        1830,       1355,        203841,             631,          14963,     9958,       5389,      1467
 640,        102630,          101997,          29153,      9432,        1827,       1440,        204480,             634,          15340,     9973,       5402,      1595
 641,        102873,          102239,          29698,      8704,        1836,       1321,        205120,             636,          15902,    10008,       5427,      1544
 642,        103274,          102639,          28883,      9213,        1870,       1371,        205761,             635,          15067,    10021,       5439,      1466
 643,        103632,          102996,          29250,      8472,        1896,       1302,        206403,             632,          15091,    10054,       5471,      1481
 644,        103654,          103017,          29180,      9024,        1861,       1364,        207046,             633,          15261,    10082,       5489,      1484
 645,        103720,          103082,          29186,      8756,        1903,       1331,        207690,             640,          15234,    10088,       5489,      1481
 646,        104154,          103515,          29303,      9124,        1895,       1370,        208335,             636,          15239,    10108,       5486,      1492
 647,        104755,          104115,          29507,      8922,        1872,       1350,        208981,             639,          15273,    10133,       5501,      1505
 648,        105020,          104379,          29542,      8587,        1882,       1319,        209628,             641,          15291,    10152,       5523,      1496
 649,        105338,          104696,          29640,      9135,        1843,       1379,        210276,             645,          15468,    10162,       5507,      1604
 650,        105345,          104702,          30956,      8779,        1880,       1424,        210925,             647,          16244,    10174,       5516,      1619
 651,        105740,          105096,          30675,      9281,        1832,       1386,        211575,             643,          15552,    10202,       5506,      1502
 652,        106040,          105395,          30060,      9000,        1899,       1363,        212226,             646,          15581,    10227,       5555,      1515
 653,        106492,          105846,          30003,      8856,        1899,       1423,        212878,             645,          16040,    10256,       5570,      1523
 654,        106565,          105918,          30167,      9000,        1881,       1366,        213531,             651,          15763,    10251,       5568,      1529
 655,        106733,          106085,          30306,      9243,        1928,       1392,        214185,             652,          15635,    10262,       5570,      1532
 656,        107330,          106681,          30839,      9250,        1902,       1499,        214840,             643,          15801,    10295,       5581,      1518
 657,        107756,          107106,          30349,      8561,        1920,       1315,        215496,             648,          15804,    10305,       5588,      1565
 658,        108013,          107362,          30448,      9329,        1947,       1414,        216153,             648,          15977,    10339,       5606,      1563
 659,        108217,          107565,          30818,      9091,        1927,       1379,        216811,             649,          15950,    10370,       5620,      1544
 660,        108454,          107801,          30691,      8912,        1903,       1366,        217470,             648,          16047,    10347,       5613,      1523
 661,        108557,          107903,          32379,      9050,        1937,       1449,        218130,             650,          18560,    10389,       5621,      1548
 662,        108768,          108113,          30861,      8972,        1930,       1373,        218791,             655,          16165,    10393,       5620,      1553
 663,        109220,          108564,          33083,      9250,        1945,       1495,        219453,             657,          16284,    10417,       5650,      1556
 664,        109258,          108601,          31812,      9201,        1953,       1483,        220116,             658,          16509,    10442,       5659,      1545
 665,        109361,          108703,          30868,      9459,        1902,       1411,        220780,             657,          16314,    10459,       5665,      1530
 666,        109840,          109181,          30889,      9457,        1913,       1419,        221445,             654,          16298,    10479,       5676,      1547
 667,        109949,          109289,          31109,      8851,        1964,       1371,        222111,             660,          16573,    10501,       5691,      1541
 668,        110130,          109469,          32465,      9053,        1984,       1392,        222778,             661,          16801,    10511,       5691,      1544
 669,        110732,          110070,          31201,      9135,        1947,       1384,        223446,             662,          16324,    10492,       5663,      1544
 670,        110869,          110206,          31791,      8846,        1978,       1364,        224115,             662,          16551,    10555,       5717,      1593
 671,        111244,          110580,          31522,      9067,        1963,       1396,        224785,             661,          16599,    10560,       5709,      1554
 672,        111617,          110952,          31622,      8896,        1977,       1377,        225456,             663,          16674,    10594,       5735,      1565
 673,        111738,          111072,          31638,      9128,        1961,       1389,        226128,             666,          16604,    10609,       5745,      1579
 674,        111773,          111106,          32047,      8471,        1992,       1323,        226801,             668,          16580,    10616,       5743,      1552
 675,        111774,          111106,          32336,      9012,        1993,       1408,        227475,             668,          16862,    10645,       5750,      1634
 676,        112127,          111458,          32441,      9257,        1962,       1455,        228150,             665,          17655,    10644,       5766,      1572
 677,        112295,          111625,          31682,      9198,        1982,       1402,        228826,             670,          16899,    10663,       5760,      1588
 678,        112372,          111701,          31939,      9182,        1995,       1434,        229503,             672,          16880,    10695,       5796,      1586
 679,        112795,          112123,          31946,      9154,        1963,       1394,        230181,             672,          16951,    10704,       5801,      1581
 680,        113421,          112748,          32283,      9726,        1983,       1478,        230860,             670,          17080,    10752,       5823,      1614
 681,        113963,          113289,          31968,      9407,        1998,       1423,        231540,             679,          17522,    10741,       5797,      1574
 682,        114072,          113397,          32459,      9329,        1977,       1420,        232221,             676,          18088,    10749,       5822,      1717
 683,        114639,          113963,          33577,      9446,        1997,       1432,        232903,             678,          17152,    10792,       5823,      1596
 684,        114762,          114085,          32606,      9106,        2005,       1404,        233586,             679,          17385,    10810,       5860,      1613
 685,        114953,          114275,          33761,      9800,        1996,       1501,        234270,             677,          17557,    10824,       5864,      1608
 686,        115095,          114416,          33150,      9865,        2025,       1486,        234955,             678,          17606,    10811,       5860,      1612
 687,        115512,          114832,          34287,     10173,        1970,       1561,        235641,             678,          17358,    10860,       5874,      1600
 688,        115868,          115187,          33971,      9617,        2045,       1464,        236328,             681,          17285,    10883,       5888,      1604
 689,        115885,          115203,          32694,     10576,        1975,       1542,        237016,             681,          17550,    10890,       5893,      1620
 690,        115963,          115280,          33120,      9235,        2039,       1412,        237705,             682,          17926,    10893,       5897,      1644
 691,        116531,          115847,          33784,      9583,        2018,       1463,        238395,             688,          18115,    10946,       5926,      1738
 692,        116627,          115942,          33471,     10267,        2003,       1522,        239086,             687,          17617,    10954,       5930,      1623
 693,        117231,          116545,          33297,     10098,        2024,       1574,        239778,             684,          18170,    10987,       5935,      1724
 694,        117646,          116959,          33407,      9463,        2017,       1435,        240471,             688,          17757,    10969,       5942,      1628
 695,        117673,          116985,          33535,     10250,        2014,       1518,        241165,             692,          17807,    10963,       5931,      1624
 696,        117729,          117040,          35349,      9324,        2082,       1453,        241860,             691,          18180,    11004,       5938,      1596
 697,        118198,          117508,          34265,      9727,        2063,       1471,        242556,             691,          17804,    11045,       5978,      1632
 698,        118329,          117638,          33381,     10040,        2037,       1512,        243253,             687,          17953,    11044,       5994,      1640
 699,        118606,          117914,          33826,     10920,        2005,       1575,        243951,             692,          17891,    11075,       5985,      1626
 700,        118708,          118015,          33571,      9709,        2066,       1473,        244650,             693,          18136,    11098,       6012,      1624
 701,        118739,          118045,          34257,      9399,        2095,       1456,        245350,             693,          18047,    11120,       6012,      1639
 702,        119102,          118407,          33816,     10051,        2055,       1503,        246051,             692,          18033,    11115,       6009,      1634
 703,        119269,          118573,          33603,     10550,        1989,       1548,        246753,             695,          18472,    11156,       6037,      1654
 704,        119495,          118798,          33975,      9824,        2042,       1488,        247456,             698,          18206,    11162,       6029,      1636
 705,        120049,          119351,          33923,      9467,        2088,       1454,        248160,             701,          18394,    11175,       6040,      1672
 706,        120551,          119852,          34345,      9871,        2076,       1482,        248865,             699,          18298,    11200,       6053,      1650
 707,        121247,          120547,          34206,      9509,        2065,       1458,        249571,             700,          18477,    11213,       6063,      1647
 708,        121867,          121166,          34769,     10227,        2078,       1532,        250278,             701,          18627,    11257,       6091,      1669
 709,        121992,          121290,          34829,      9904,        2094,       1487,        250986,             706,          18602,    11258,       6084,      1667
 710,        122078,          121375,          34722,      9373,        2116,       1448,        251695,             703,          18706,    11293,       6109,      1670
 711,        122087,          121383,          35647,      9554,        2089,       1635,        252405,             705,          20011,    11322,       6119,      1695
 712,        122112,          121407,          34556,     10341,        2049,       1540,        253116,             707,          18714,    11348,       6148,      1682
 713,        122137,          121431,          35701,      9585,        2103,       1806,        253828,             707,          19570,    11356,       6157,      1700
 714,        122639,          121932,          34968,      9874,        2074,       1505,        254541,             708,          18744,    11370,       6169,      1674
 715,        123287,          122579,          34690,     10546,        2061,       1550,        255255,             706,          18774,    11391,       6171,      1667
 716,        123686,          122977,          35425,     10020,        2115,       1527,        255970,             708,          19286,    11412,       6177,      1691
 717,        124329,          123619,          35368,      9720,        2109,       1475,        256686,             708,          18893,    11427,       6186,      1680
 718,        124441,          123730,          35532,      9376,        2128,       1466,        257403,             712,          19052,    11425,       6195,      1674
 719,        124613,          123901,          35296,     10239,        2083,       1529,        258121,             711,          19047,    11470,       6210,      1691
 720,        125185,          124472,          35701,      9956,        2109,       1520,        258840,             711,          19200,    11491,       6227,      1727
 721,        125721,          125007,          35821,     10132,        2124,       1987,        259560,             710,          20333,    11489,       6214,      1724
 722,        125809,          125094,          37960,      9883,        2155,       1509,        260281,             718,          19640,    11511,       6238,      1727
 723,        126274,          125558,          35880,     10195,        2105,       1528,        261003,             718,          19240,    11538,       6229,      1703
 724,        126530,          125813,          37413,     10367,        2092,       1596,        261726,             716,          19240,    11563,       6265,      1708
 725,        127079,          126361,          36243,     10042,        2123,       1520,        262450,             715,          19661,    11583,       6261,      1800
 726,        127611,          126892,          36999,     10294,        2134,       1550,        263175,             717,          19674,    11594,       6260,      1723
 727,        127644,          126924,          37056,     10418,        2136,       1563,        263901,             717,          19624,    11625,       6290,      1720
 728,        128303,          127582,          36749,     11191,        2114,       1645,        264628,             725,          19608,    11628,       6281,      1708
 729,        128682,          127960,          36703,      9661,        2175,       1527,        265356,             721,          19664,    11642,       6314,      1710
 730,        129226,          128503,          36849,     10113,        2146,       1538,        266085,             719,          19680,    11655,       6320,      1730
 731,        129455,          128731,          36826,     10671,        2123,       1591,        266815,             725,          20008,    11697,       6331,      1749
 732,        130001,          129276,          37116,     10155,        2170,       1539,        267546,             729,          19634,    11726,       6345,      1717
 733,        130268,          129542,          36826,     10747,        2137,       1598,        268278,             725,          20070,    11732,       6353,      1754
 734,        130453,          129726,          37698,     10268,        2183,       1570,        269011,             727,          19853,    11758,       6353,      1737
 735,        130875,          130147,          37921,     10383,        2144,       1584,        269745,             727,          20037,    11776,       6378,      1748
 736,        131558,          130829,          37354,     10611,        2105,       1581,        270480,             729,          19961,    11808,       6386,      1742
 737,        131984,          131254,          37945,     10279,        2127,       1554,        271216,             729,          20119,    11834,       6402,      1748
 738,        132408,          131677,          37746,      9995,        2201,       1578,        271953,             733,          20162,    11821,       6398,      1817
 739,        132721,          131989,          38932,     11081,        2139,       1629,        272691,             731,          20092,    11848,       6392,      1745
 740,        133365,          132632,          37683,     10090,        2185,       1537,        273430,             735,          20206,    11880,       6433,      1763
 741,        133841,          133107,          38148,     11013,        2167,       1640,        274170,             734,          20889,    11876,       6420,      1920
 742,        133975,          133240,          38328,     10608,        2161,       1586,        274911,             740,          20383,    11896,       6439,      1755
 743,        134274,          133538,          38058,     10140,        2174,       1545,        275653,             736,          20300,    11927,       6457,      1752
 744,        134985,          134248,          38438,     10014,        2183,       1536,        276396,             737,          20318,    11963,       6460,      1754
 745,        135457,          134719,          38603,     10145,        2216,       1550,        277140,             740,          20404,    11993,       6490,      1763
 746,        136021,          135282,          39175,      9973,        2180,       1541,        277885,             739,          20616,    11992,       6492,      1804
 747,        136256,          135516,          39122,     10610,        2211,       1646,        278631,             741,          20938,    11990,       6488,      1777
 748,        136838,          136097,          42136,     10691,        2209,       1743,        279378,             742,          20468,    12039,       6506,      1769
 749,        137119,          136377,          38663,     10178,        2207,       1555,        280126,             744,          20549,    12026,       6508,      1773
 750,        137477,          136734,          39280,     10815,        2174,       1609,        280875,             741,          20888,    12063,       6538,      1869
 751,        137978,          137234,          40527,     10142,        2203,       1593,        281625,             744,          20727,    12070,       6532,      1782
 752,        138218,          137473,          39001,     10382,        2229,       1574,        282376,             745,          20725,    12117,       6554,      1812
 753,        138466,          137720,          39417,     11415,        2231,       1700,        283128,             747,          21018,    12139,       6566,      1889
 754,        138634,          137887,          39773,     10206,        2218,       1573,        283881,             745,          20938,    12156,       6575,      1787
 755,        139093,          138345,          45686,     10508,        2218,       1593,        284635,             750,          20987,    12160,       6573,      1798
 756,        139117,          138368,          39606,     11537,        2219,       1713,        285390,             749,          21069,    12182,       6586,      1793
 757,        139589,          138839,          39765,     10524,        2253,       1607,        286146,             749,          21215,    12201,       6610,      1825
 758,        140013,          139262,          41915,     10122,        2249,       1549,        286903,             754,          21237,    12229,       6624,      1819
 759,        140056,          139304,          41331,     10254,        2239,       1599,        287661,             752,          22203,    12224,       6616,      1835
 760,        140613,          139860,          39922,     10487,        2264,       1604,        288420,             750,          21214,    12251,       6630,      1810
 761,        140677,          139923,          40130,     10077,        2290,       1568,        289180,             753,          21352,    12282,       6635,      1818
 762,        140720,          139965,          41213,     10173,        2269,       1572,        289941,             755,          21538,    12308,       6654,      1826
 763,        141422,          140666,          41359,     10251,        2276,       1592,        290703,             758,          21431,    12304,       6661,      1812
 764,        141473,          140716,          40036,     10497,        2252,       1590,        291466,             754,          21553,    12338,       6671,      1821
 765,        141730,          140972,          40317,     10411,        2244,       1589,        292230,             760,          21627,    12348,       6663,      1821
 766,        142405,          141646,          40825,     10858,        2287,       1634,        292995,             758,          21775,    12366,       6691,      1818
 767,        142962,          142202,          41395,     10687,        2248,       1621,        293761,             762,          21818,    12372,       6702,      1852
 768,        143273,          142512,          40833,     10453,        2304,       1626,        294528,             760,          21871,    12398,       6707,      1845
 769,        143379,          142617,          41687,     10411,        2309,       1714,        295296,             765,          21989,    12424,       6717,      1828
 770,        143942,          143179,          41089,     10922,        2232,       1646,        296065,             763,          22132,    12426,       6725,      1974
 771,        144669,          143905,          42687,     12209,        2223,       2682,        296835,             765,          22454,    12472,       6751,      1846
 772,        144794,          144029,          56107,     10554,        2262,       1642,        297606,             765,          22079,    12459,       6731,      1847
 773,        145042,          144276,          41773,     10441,        2328,       1619,        298378,             768,          22311,    12501,       6768,      1978
 774,        145731,          144964,          42600,     11353,        2250,       1687,        299151,             769,          22031,    12528,       6778,      1858
 775,        146384,          145616,          41664,     10412,        2320,       1595,        299925,             767,          22138,    12529,       6779,      1846
 776,        146786,          146017,          41759,     11224,        2307,       1679,        300700,             768,          22070,    12551,       6785,      1854
 777,        146882,          146112,          42052,     10840,        2272,       1634,        301476,             768,          22397,    12560,       6801,      1864
 778,        147486,          146715,          42352,     10718,        2311,       1643,        302253,             773,          22480,    12581,       6795,      1866
 779,        147494,          146722,          43137,     11805,        2308,       1830,        303031,             774,          22505,    12604,       6820,      1863
 780,        148054,          147281,          42298,     11481,        2306,       1722,        303810,             770,          22596,    12601,       6816,      1878
 781,        148564,          147790,          42883,     12003,        2329,       1808,        304590,             776,          22917,    12638,       6841,      1887
 782,        149070,          148295,          43824,     11078,        2329,       2231,        305371,             776,          22629,    12655,       6841,      1918
 783,        149304,          148528,          42646,     11246,        2339,       1705,        306153,             777,          22664,    12663,       6847,      1883
 784,        149433,          148656,          43045,     12435,        2266,       1810,        306936,             777,          23719,    12678,       6837,      1920
 785,        149746,          148968,          44691,     11545,        2338,       1715,        307720,             778,          22717,    12710,       6861,      1882
 786,        149923,          149144,          43201,     11416,        2330,       1723,        308505,             781,          22996,    12739,       6885,      1889
 787,        150201,          149421,          43392,     11171,        2301,       1695,        309291,             777,          22923,    12783,       6911,      2043
 788,        150781,          150000,          43205,     10502,        2352,       1623,        310078,             782,          22942,    12771,       6916,      1939
 789,        151197,          150415,          43106,     11438,        2381,       1715,        310866,             779,          22953,    12799,       6927,      1938
 790,        151828,          151045,          43468,     10953,        2353,       1677,        311655,             784,          23082,    12824,       6934,      1913
 791,        152276,          151492,          43706,     11500,        2319,       1727,        312445,             785,          23121,    12841,       6961,      1914
 792,        152777,          151992,          44467,     11597,        2348,       1847,        313236,             784,          23168,    12868,       6945,      2498
 793,        152831,          152045,          46989,     11051,        2360,       1707,        314028,             787,          23186,    12872,       6966,      1905
 794,        153327,          152540,          45227,     11769,        2360,       1755,        314821,             789,          23212,    12898,       6972,      1903
 795,        153695,          152907,          44242,     10765,        2363,       1659,        315615,             786,          25610,    12934,       6987,      1915
 796,        153996,          153207,          44107,     11090,        2349,       1677,        316410,             789,          23408,    12941,       6997,      1914
 797,        154470,          153680,          45944,     11739,        2367,       1761,        317206,             792,          23699,    12946,       6999,      1938
 798,        155022,          154231,          46044,     11833,        2317,       1758,        318003,             790,          24187,    12972,       7019,      1902
 799,        155143,          154351,          44146,     11069,        2369,       1686,        318801,             794,          23573,    12989,       7026,      1917
 800,        155535,          154742,          50377,     11554,        2355,       1740,        319600,             790,          23694,    13003,       7013,      1938
 801,        156136,          155342,          44893,     11265,        2383,       1742,        320400,             796,          24451,    12995,       7019,      1920
 802,        156579,          155784,          45149,     10737,        2402,       1673,        321201,             791,          24421,    13067,       7059,      1950
 803,        156698,          155902,          45734,     12575,        2348,       1833,        322003,             795,          23871,    13061,       7059,      1934
 804,        157320,          156523,          44905,     11459,        2375,       1717,        322806,             794,          23845,    13083,       7071,      1944
 805,        157766,          156968,          46147,     11812,        2412,       1759,        323610,             797,          23922,    13124,       7109,      1940
 806,        158354,          157555,          45980,     12002,        2400,       1787,        324415,             798,          24037,    13094,       7065,      1952
 807,        158449,          157649,          45860,     11527,        2406,       1741,        325221,             800,          24071,    13137,       7096,      1940
 808,        158810,          158009,          45659,     11934,        2379,       1770,        326028,             804,          24903,    13158,       7114,      1932
 809,        159089,          158287,          45775,     10895,        2440,       1677,        326836,             802,          24751,    13196,       7144,      1971
 810,        159314,          158511,          46114,     11501,        2389,       1737,        327645,             806,          24769,    13200,       7129,      1949
 811,        159413,          158609,          47526,     10778,        2463,       1676,        328455,             805,          24216,    13226,       7156,      2354
 812,        159826,          159021,          47304,     11666,        2398,       1753,        329266,             806,          24928,    13254,       7154,      1971
 813,        160638,          159833,          47009,     11204,        2413,       1726,        330078,             807,          24458,    13234,       7154,      1945
 814,        160881,          160075,          46000,     11885,        2425,       1778,        330891,             805,          24436,    13275,       7184,      2003
 815,        161504,          160697,          46799,     11409,        2436,       1822,        331705,             809,          24849,    13312,       7186,      1963
 816,        161917,          161109,          46517,     11461,        2416,       1725,        332520,             809,          24539,    13329,       7208,      1959
 817,        162712,          161903,          46698,     11398,        2418,       1733,        333336,             811,          24676,    13361,       7229,      1985
 818,        163281,          162471,          47540,     11922,        2436,       1803,        334153,             812,          25451,    13369,       7220,      2139
 819,        163815,          163004,          47596,     11112,        2473,       1716,        334971,             811,          25033,    13402,       7243,      1987
 820,        164619,          163807,          47277,     11700,        2414,       1767,        335790,             814,          25491,    13419,       7246,      2090
 821,        164794,          163981,          48158,     11399,        2436,       1729,        336610,             814,          24982,    13445,       7278,      2072
 822,        165287,          164473,          47626,     11722,        2444,       1771,        337431,             816,          24957,    13432,       7242,      1972
 823,        165660,          164845,          49532,     12703,        2372,       1868,        338253,             814,          25403,    13460,       7264,      1998
 824,        165887,          165071,          48075,     11855,        2443,       1782,        339076,             817,          25072,    13464,       7281,      2000
 825,        166452,          165635,          49305,     12307,        2407,       1862,        339900,             818,          25224,    13485,       7286,      1988
 826,        166845,          166027,          48141,     11882,        2484,       1787,        340725,             819,          25041,    13510,       7303,      1991
 827,        167199,          166380,          48139,     12482,        2468,       1844,        341551,             818,          25331,    13537,       7314,      1997
 828,        167618,          166798,          50179,     11624,        2469,       1768,        342378,             818,          25253,    13565,       7324,      1999
 829,        168388,          167567,          48238,     11576,        2481,       1774,        343206,             825,          25329,    13594,       7361,      2006
 830,        168523,          167701,          48735,     11988,        2447,       1806,        344035,             823,          25483,    13604,       7357,      2015
 831,        168741,          167918,          49037,     11934,        2498,       1807,        344865,             821,          30857,    13622,       7346,      2013
 832,        168948,          168124,          49917,     12033,        2475,       1822,        345696,             826,          25801,    13644,       7380,      2064
 833,        169199,          168374,          50011,     11588,        2477,       1772,        346528,             826,          25662,    13638,       7370,      2021
 834,        169776,          168950,          48722,     12185,        2467,       1831,        347361,             823,          25645,    13683,       7409,      2020
 835,        170525,          169698,          49454,     12695,        2479,       1917,        348195,             829,          25691,    13691,       7382,      2017
 836,        171248,          170420,          49054,     12172,        2487,       1820,        349030,             830,          25756,    13708,       7408,      2033
 837,        171285,          170456,          49038,     11700,        2486,       1786,        349866,             832,          25786,    13725,       7415,      2053
 838,        171684,          170854,          50250,     12066,        2513,       1831,        350703,             830,          26308,    13719,       7411,      2109
 839,        172305,          171474,          50438,     11904,        2482,       1855,        351541,             833,          25977,    13760,       7455,      2072
 840,        172423,          171591,          50291,     12290,        2528,       1856,        352380,             835,          26528,    13821,       7472,      2058
 841,        173152,          172319,          50225,     11849,        2567,       1802,        353220,             831,          25995,    13822,       7451,      2038
 842,        173703,          172869,          49948,     12115,        2503,       1814,        354061,             833,          26178,    13812,       7454,      2024
 843,        174085,          173250,          50791,     12243,        2514,       1845,        354903,             836,          26153,    13850,       7498,      2052
 844,        174114,          173278,          51043,     11461,        2549,       1765,        355746,             835,          26332,    13872,       7500,      2057
 845,        174157,          173320,          52045,     12171,        2552,       1845,        356590,             836,          26294,    13867,       7490,      2043
 846,        174880,          174042,          50956,     12126,        2502,       1817,        357435,             841,          26598,    13896,       7509,      2076
 847,        174932,          174093,          51125,     12899,        2472,       2166,        358281,             841,          26630,    13925,       7524,      2047
 848,        175263,          174423,          50460,     13003,        2514,       1915,        359128,             839,          26557,    13913,       7517,      2069
 849,        175672,          174831,          50482,     12260,        2543,       1839,        359976,             840,          26617,    13949,       7533,      2052
 850,        176426,          175584,          50822,     13428,        2509,       1995,        360825,             842,          26798,    13975,       7550,      2094
 851,        176513,          175670,          51392,     12086,        2554,       1862,        361675,             845,          26772,    14004,       7578,      2074
 852,        176555,          175711,          51135,     12932,        2503,       1924,        362526,             847,          27002,    14026,       7584,      2103
 853,        176938,          176093,          51388,     11974,        2596,       1830,        363378,             846,          28367,    14048,       7602,      2264
 854,        177341,          176495,          52755,     12070,        2559,       1955,        364231,             848,          28279,    14056,       7597,      2099
 855,        177841,          176994,          54584,     12804,        2543,       2033,        365085,             852,          28329,    14071,       7593,      2070
 856,        178639,          177791,          52072,     12101,        2593,       1875,        365940,             849,          27832,    14076,       7608,      2088
 857,        178901,          178052,          54445,     12758,        2565,       1892,        366796,             849,          27106,    14104,       7606,      2069
 858,        178970,          178120,          52992,     12040,        2594,       2002,        367653,             848,          28034,    14126,       7639,      2140
 859,        179495,          178644,          52872,     12776,        2565,       1893,        368511,             847,          27206,    14148,       7650,      2076
 860,        180093,          179241,          54474,     12856,        2515,       1907,        369370,             857,          27345,    14140,       7617,      2098
 861,        180702,          179849,          52209,     12493,        2555,       1878,        370230,             852,          27976,    14186,       7657,      2233
 862,        180934,          180080,          52851,     12835,        2613,       1913,        371091,             854,          28099,    14204,       7657,      2123
 863,        181273,          180418,          52536,     12986,        2555,       1930,        371953,             856,          28182,    14209,       7675,      2222
 864,        181413,          180557,          52729,     12508,        2558,       1877,        372816,             856,          27878,    14229,       7678,      2099
 865,        181683,          180826,          53752,     12218,        2566,       1867,        373680,             856,          28710,    14240,       7696,      2104
 866,        182401,          181543,          52713,     12254,        2618,       1859,        374545,             862,          27625,    14289,       7719,      2100
 867,        182855,          181996,          52590,     12323,        2596,       1863,        375411,             865,          27739,    14308,       7718,      2119
 868,        183020,          182160,          53049,     13228,        2589,       1966,        376278,             861,          28457,    14321,       7725,      2120
 869,        183102,          182241,          53055,     12061,        2616,       1843,        377146,             864,          28044,    14318,       7718,      2225
 870,        183590,          182728,          53165,     12019,        2654,       1841,        378015,             862,          27985,    14341,       7740,      2104
 871,        184059,          183196,          53697,     13162,        2619,       1981,        378885,             862,          28442,    14382,       7770,      2148
 872,        184494,          183630,          54344,     12528,        2612,       1901,        379756,             864,          28185,    14378,       7756,      2152
 873,        184904,          184039,          54277,     13019,        2545,       1925,        380628,             869,          28188,    14399,       7774,      2153
